site,estimate,agegroup,stage,sex,race,tt,PE,lci,uci,n_black
Breast,Model fit,75+,Localised,Female,Black,0.550000011920929,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.6000000238418579,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.6499999761581421,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.699999988079071,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.75,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.800000011920929,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.8500000238418579,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.8999999761581421,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,0.949999988079071,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.0,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.049999952316284,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.100000023841858,1.0,1.0,1.0,
Breast,Model fit,75+,Localised,Female,Black,1.149999976158142,1.0,1.0,1.0,
